Season_End_Year,Date,HomeTeam,HomeTeamJP,AwayTeam,AwayTeamJP,HomeGoals,AwayGoals,Result
1994,24/04/94,Santander,サンタンデール,Ath Madrid,Aマドリード,2,0,0
1994,24/04/94,Sp Gijon,スポルティング,Albacete,アルバセテ,1,0,0
1994,24/04/94,Tenerife,テネリフェ,Oviedo,オビエド,2,2,1
1994,24/04/94,Valencia,バレンシア,Zaragoza,サラゴサ,3,0,0
1994,24/04/94,Vallecano,ラージョ,Valladolid,バジャドリード,0,1,2
1994,01/05/94,Albacete,アルバセテ,Real Madrid,Rマドリード,1,4,2
1994,01/05/94,Ath Madrid,Aマドリード,Tenerife,テネリフェ,2,0,0
1994,01/05/94,Barcelona,バルセロナ,Sp Gijon,スポルティング,4,0,0
1994,01/05/94,La Coruna,デポルティーボ,Vallecano,ラージョ,0,0,1
1994,01/05/94,Osasuna,オサスナ,Valencia,バレンシア,3,3,1
1994,01/05/94,Oviedo,オビエド,Lerida,リェイダ,0,0,1
1994,01/05/94,Santander,サンタンデール,Ath Bilbao,ビルバオ,2,2,1
1994,01/05/94,Sociedad,ソシエダ,Sevilla,セビージャ,0,0,1
1994,01/05/94,Valladolid,バジャドリード,Logrones,ログローニョ,2,0,0
1994,01/05/94,Zaragoza,サラゴサ,Celta,セルタ,4,1,0
1994,08/05/94,Celta,セルタ,Osasuna,オサスナ,4,0,0
1994,08/05/94,Lerida,リェイダ,Ath Madrid,Aマドリード,0,1,2
1994,08/05/94,Logrones,ログローニョ,La Coruna,デポルティーボ,0,2,2
1994,08/05/94,Real Madrid,Rマドリード,Barcelona,バルセロナ,0,1,2
1994,08/05/94,Sevilla,セビージャ,Albacete,アルバセテ,2,0,0
1994,08/05/94,Sociedad,ソシエダ,Ath Bilbao,ビルバオ,0,0,1
1994,08/05/94,Sp Gijon,スポルティング,Zaragoza,サラゴサ,0,3,2
1994,08/05/94,Tenerife,テネリフェ,Santander,サンタンデール,1,0,0
1994,08/05/94,Valencia,バレンシア,Valladolid,バジャドリード,5,1,0
1994,08/05/94,Vallecano,ラージョ,Oviedo,オビエド,0,0,1
1994,15/05/94,Albacete,アルバセテ,Sociedad,ソシエダ,1,1,1
1994,15/05/94,Ath Bilbao,ビルバオ,Tenerife,テネリフェ,3,2,0
1994,15/05/94,Ath Madrid,Aマドリード,Vallecano,ラージョ,2,0,0
1994,15/05/94,Barcelona,バルセロナ,Sevilla,セビージャ,5,2,0
1994,15/05/94,La Coruna,デポルティーボ,Valencia,バレンシア,0,0,1
1994,15/05/94,Osasuna,オサスナ,Sp Gijon,スポルティング,3,0,0
1994,15/05/94,Oviedo,オビエド,Logrones,ログローニョ,1,2,2
1994,15/05/94,Santander,サンタンデール,Lerida,リェイダ,2,1,0
1994,15/05/94,Valladolid,バジャドリード,Celta,セルタ,0,0,1
1994,15/05/94,Zaragoza,サラゴサ,Real Madrid,Rマドリード,4,1,0
1995,03/09/94,Sevilla,セビージャ,Real Madrid,Rマドリード,1,4,2
1995,04/09/94,Albacete,アルバセテ,Celta,セルタ,1,1,1
1995,04/09/94,Ath Bilbao,ビルバオ,La Coruna,デポルティーボ,0,2,2
1995,04/09/94,Ath Madrid,Aマドリード,Valencia,バレンシア,2,4,2
1995,04/09/94,Compostela,コンポステラ,Sociedad,ソシエダ,0,2,2
1995,04/09/94,Espanol,エスパニョール,Oviedo,オビエド,4,2,0
1995,04/09/94,Logrones,ログローニョ,Betis,ベティス,0,0,1
1995,04/09/94,Santander,サンタンデール,Valladolid,バジャドリード,0,0,1
1995,04/09/94,Sp Gijon,スポルティング,Barcelona,バルセロナ,2,1,0
1995,04/09/94,Zaragoza,サラゴサ,Tenerife,テネリフェ,2,2,1
1995,10/09/94,Barcelona,バルセロナ,Santander,サンタンデール,2,1,0
1995,10/09/94,Celta,セルタ,Ath Bilbao,ビルバオ,1,1,1
1995,10/09/94,La Coruna,デポルティーボ,Sp Gijon,スポルティング,2,1,0
1995,10/09/94,Real Madrid,Rマドリード,Logrones,ログローニョ,2,0,0
1995,10/09/94,Tenerife,テネリフェ,Ath Madrid,Aマドリード,1,0,0
1995,11/09/94,Betis,ベティス,Albacete,アルバセテ,4,1,0
1995,11/09/94,Oviedo,オビエド,Compostela,コンポステラ,2,2,1
1995,11/09/94,Sociedad,ソシエダ,Zaragoza,サラゴサ,1,2,2
1995,11/09/94,Valencia,バレンシア,Sevilla,セビージャ,0,1,2
1995,11/09/94,Valladolid,バジャドリード,Espanol,エスパニョール,0,4,2
1995,18/09/94,Albacete,アルバセテ,Real Madrid,Rマドリード,1,1,1
1995,18/09/94,Ath Bilbao,ビルバオ,Betis,ベティス,1,0,0
1995,18/09/94,Ath Madrid,Aマドリード,Sociedad,ソシエダ,2,1,0
1995,18/09/94,Compostela,コンポステラ,Valladolid,バジャドリード,1,0,0
1995,18/09/94,Espanol,エスパニョール,Barcelona,バルセロナ,0,0,1
1995,18/09/94,Santander,サンタンデール,La Coruna,デポルティーボ,1,2,2
1995,18/09/94,Sevilla,セビージャ,Logrones,ログローニョ,1,0,0
1995,18/09/94,Sp Gijon,スポルティング,Celta,セルタ,0,0,1
1995,18/09/94,Valencia,バレンシア,Tenerife,テネリフェ,2,1,0
1995,18/09/94,Zaragoza,サラゴサ,Oviedo,オビエド,2,1,0
1995,24/09/94,Barcelona,バルセロナ,Compostela,コンポステラ,4,0,0
1995,24/09/94,La Coruna,デポルティーボ,Espanol,エスパニョール,1,1,1
1995,24/09/94,Real Madrid,Rマドリード,Ath Bilbao,ビルバオ,4,0,0
1995,24/09/94,Valladolid,バジャドリード,Zaragoza,サラゴサ,2,0,0
1995,25/09/94,Betis,ベティス,Sp Gijon,スポルティング,5,0,0
1995,25/09/94,Celta,セルタ,Santander,サンタンデール,2,1,0
1995,25/09/94,Logrones,ログローニョ,Albacete,アルバセテ,1,1,1
1995,25/09/94,Oviedo,オビエド,Ath Madrid,Aマドリード,1,0,0
1995,25/09/94,Sociedad,ソシエダ,Valencia,バレンシア,0,2,2
1995,25/09/94,Tenerife,テネリフェ,Sevilla,セビージャ,0,0,1
1995,01/10/94,Compostela,コンポステラ,La Coruna,デポルティーボ,0,1,2
1995,01/10/94,Valencia,バレンシア,Oviedo,オビエド,1,0,0
1995,02/10/94,Ath Bilbao,ビルバオ,Logrones,ログローニョ,1,0,0
1995,02/10/94,Ath Madrid,Aマドリード,Valladolid,バジャドリード,6,0,0
1995,02/10/94,Espanol,エスパニョール,Celta,セルタ,0,0,1
1995,02/10/94,Santander,サンタンデール,Betis,ベティス,0,0,1
1995,02/10/94,Sevilla,セビージャ,Albacete,アルバセテ,0,2,2
1995,02/10/94,Sp Gijon,スポルティング,Real Madrid,Rマドリード,1,0,0
1995,02/10/94,Tenerife,テネリフェ,Sociedad,ソシエダ,3,0,0
1995,02/10/94,Zaragoza,サラゴサ,Barcelona,バルセロナ,2,1,0
1995,08/10/94,Barcelona,バルセロナ,Ath Madrid,Aマドリード,4,3,0
1995,09/10/94,Albacete,アルバセテ,Ath Bilbao,ビルバオ,1,2,2
1995,09/10/94,Betis,ベティス,Espanol,エスパニョール,3,1,0
1995,09/10/94,Celta,セルタ,Compostela,コンポステラ,1,2,2
1995,09/10/94,La Coruna,デポルティーボ,Zaragoza,サラゴサ,3,3,1
1995,09/10/94,Logrones,ログローニョ,Sp Gijon,スポルティング,1,3,2
1995,09/10/94,Oviedo,オビエド,Tenerife,テネリフェ,1,2,2
1995,09/10/94,Real Madrid,Rマドリード,Santander,サンタンデール,3,1,0
1995,09/10/94,Sociedad,ソシエダ,Sevilla,セビージャ,0,0,1
1995,09/10/94,Valladolid,バジャドリード,Valencia,バレンシア,2,0,0
1995,15/10/94,Ath Madrid,Aマドリード,La Coruna,デポルティーボ,1,1,1
1995,15/10/94,Espanol,エスパニョール,Real Madrid,Rマドリード,1,2,2
1995,15/10/94,Sevilla,セビージャ,Ath Bilbao,ビルバオ,0,0,1
1995,15/10/94,Valencia,バレンシア,Barcelona,バルセロナ,1,2,2
1995,16/10/94,Compostela,コンポステラ,Betis,ベティス,1,1,1
1995,16/10/94,Santander,サンタンデール,Logrones,ログローニョ,3,0,0
1995,16/10/94,Sociedad,ソシエダ,Oviedo,オビエド,3,1,0
1995,16/10/94,Sp Gijon,スポルティング,Albacete,アルバセテ,3,2,0
1995,16/10/94,Tenerife,テネリフェ,Valladolid,バジャドリード,0,0,1
1995,16/10/94,Zaragoza,サラゴサ,Celta,セルタ,4,0,0
1995,22/10/94,Celta,セルタ,Ath Madrid,Aマドリード,1,0,0
1995,23/10/94,Albacete,アルバセテ,Santander,サンタンデール,2,0,0
1995,23/10/94,Ath Bilbao,ビルバオ,Sp Gijon,スポルティング,2,0,0
1995,23/10/94,Barcelona,バルセロナ,Tenerife,テネリフェ,1,0,0
1995,23/10/94,Betis,ベティス,Zaragoza,サラゴサ,0,1,2
1995,23/10/94,La Coruna,デポルティーボ,Valencia,バレンシア,3,1,0
1995,23/10/94,Logrones,ログローニョ,Espanol,エスパニョール,1,1,1
1995,23/10/94,Oviedo,オビエド,Sevilla,セビージャ,1,0,0
1995,23/10/94,Real Madrid,Rマドリード,Compostela,コンポステラ,1,1,1
1995,23/10/94,Valladolid,バジャドリード,Sociedad,ソシエダ,1,1,1
1995,29/10/94,Sociedad,ソシエダ,Barcelona,バルセロナ,1,1,1
1995,29/10/94,Tenerife,テネリフェ,La Coruna,デポルティーボ,1,1,1
1995,29/10/94,Valencia,バレンシア,Celta,セルタ,1,0,0
1995,29/10/94,Zaragoza,サラゴサ,Real Madrid,Rマドリード,3,2,0
1995,30/10/94,Ath Madrid,Aマドリード,Betis,ベティス,0,2,2
1995,30/10/94,Compostela,コンポステラ,Logrones,ログローニョ,2,0,0
1995,30/10/94,Espanol,エスパニョール,Albacete,アルバセテ,5,1,0
1995,30/10/94,Oviedo,オビエド,Valladolid,バジャドリード,1,0,0
1995,30/10/94,Sevilla,セビージャ,Sp Gijon,スポルティング,5,1,0
1995,31/10/94,Santander,サンタンデール,Ath Bilbao,ビルバオ,0,2,2
1995,05/11/94,Real Madrid,Rマドリード,Ath Madrid,Aマドリード,4,2,0
1995,06/11/94,Albacete,アルバセテ,Compostela,コンポステラ,1,3,2
1995,06/11/94,Ath Bilbao,ビルバオ,Espanol,エスパニョール,1,3,2
1995,06/11/94,Barcelona,バルセロナ,Oviedo,オビエド,1,0,0
1995,06/11/94,Betis,ベティス,Valencia,バレンシア,1,1,1
1995,06/11/94,Celta,セルタ,Tenerife,テネリフェ,3,2,0
1995,06/11/94,La Coruna,デポルティーボ,Sociedad,ソシエダ,3,1,0
1995,06/11/94,Logrones,ログローニョ,Zaragoza,サラゴサ,0,0,1
1995,06/11/94,Sp Gijon,スポルティング,Santander,サンタンデール,2,3,2
1995,06/11/94,Valladolid,バジャドリード,Sevilla,セビージャ,0,4,2
1995,19/11/94,Compostela,コンポステラ,Ath Bilbao,ビルバオ,0,1,2
1995,19/11/94,Oviedo,オビエド,La Coruna,デポルティーボ,2,0,0
1995,19/11/94,Valencia,バレンシア,Real Madrid,Rマドリード,1,2,2
1995,19/11/94,Valladolid,バジャドリード,Barcelona,バルセロナ,1,3,2
1995,20/11/94,Ath Madrid,Aマドリード,Logrones,ログローニョ,3,0,0
1995,20/11/94,Espanol,エスパニョール,Sp Gijon,スポルティング,1,1,1
1995,20/11/94,Sevilla,セビージャ,Santander,サンタンデール,1,3,2
1995,20/11/94,Sociedad,ソシエダ,Celta,セルタ,2,3,2
1995,20/11/94,Tenerife,テネリフェ,Betis,ベティス,1,4,2
1995,20/11/94,Zaragoza,サラゴサ,Albacete,アルバセテ,1,0,0
1995,27/11/94,Albacete,アルバセテ,Ath Madrid,Aマドリード,2,2,1
1995,27/11/94,Ath Bilbao,ビルバオ,Zaragoza,サラゴサ,1,0,0
1995,27/11/94,Barcelona,バルセロナ,Sevilla,セビージャ,0,1,2
1995,27/11/94,Betis,ベティス,Sociedad,ソシエダ,0,0,1
1995,27/11/94,Celta,セルタ,Oviedo,オビエド,0,0,1
1995,27/11/94,La Coruna,デポルティーボ,Valladolid,バジャドリード,4,0,0
1995,27/11/94,Logrones,ログローニョ,Valencia,バレンシア,2,2,1
1995,27/11/94,Real Madrid,Rマドリード,Tenerife,テネリフェ,4,2,0
1995,27/11/94,Santander,サンタンデール,Espanol,エスパニョール,0,0,1
1995,27/11/94,Sp Gijon,スポルティング,Compostela,コンポステラ,1,1,1
1995,03/12/94,Ath Madrid,Aマドリード,Ath Bilbao,ビルバオ,2,1,0
1995,03/12/94,Barcelona,バルセロナ,La Coruna,デポルティーボ,1,1,1
1995,03/12/94,Sociedad,ソシエダ,Real Madrid,Rマドリード,1,1,1
1995,03/12/94,Valencia,バレンシア,Albacete,アルバセテ,3,3,1
1995,04/12/94,Compostela,コンポステラ,Santander,サンタンデール,2,1,0
1995,04/12/94,Oviedo,オビエド,Betis,ベティス,0,0,1
1995,04/12/94,Sevilla,セビージャ,Espanol,エスパニョール,3,0,0
1995,04/12/94,Tenerife,テネリフェ,Logrones,ログローニョ,4,0,0
1995,04/12/94,Valladolid,バジャドリード,Celta,セルタ,1,1,1
1995,04/12/94,Zaragoza,サラゴサ,Sp Gijon,スポルティング,3,2,0
1995,10/12/94,Ath Bilbao,ビルバオ,Valencia,バレンシア,2,1,0
1995,11/12/94,Albacete,アルバセテ,Tenerife,テネリフェ,2,1,0
1995,11/12/94,Betis,ベティス,Valladolid,バジャドリード,1,2,2
1995,11/12/94,Celta,セルタ,Barcelona,バルセロナ,2,4,2
1995,11/12/94,Espanol,エスパニョール,Compostela,コンポステラ,2,0,0
1995,11/12/94,La Coruna,デポルティーボ,Sevilla,セビージャ,5,1,0
1995,11/12/94,Logrones,ログローニョ,Sociedad,ソシエダ,0,4,2
1995,11/12/94,Real Madrid,Rマドリード,Oviedo,オビエド,2,0,0
1995,11/12/94,Santander,サンタンデール,Zaragoza,サラゴサ,0,1,2
1995,11/12/94,Sp Gijon,スポルティング,Ath Madrid,Aマドリード,0,2,2
1995,21/12/94,Ath Madrid,Aマドリード,Santander,サンタンデール,0,1,2
1995,21/12/94,Barcelona,バルセロナ,Betis,ベティス,1,1,1
1995,21/12/94,La Coruna,デポルティーボ,Celta,セルタ,1,2,2
1995,21/12/94,Oviedo,オビエド,Logrones,ログローニョ,1,0,0
1995,21/12/94,Sevilla,セビージャ,Compostela,コンポステラ,3,0,0
1995,21/12/94,Sociedad,ソシエダ,Albacete,アルバセテ,2,0,0
1995,21/12/94,Tenerife,テネリフェ,Ath Bilbao,ビルバオ,1,0,0
1995,21/12/94,Valencia,バレンシア,Sp Gijon,スポルティング,0,0,1
1995,21/12/94,Zaragoza,サラゴサ,Espanol,エスパニョール,1,0,0
1995,22/12/94,Valladolid,バジャドリード,Real Madrid,Rマドリード,0,5,2
1995,07/01/95,Real Madrid,Rマドリード,Barcelona,バルセロナ,5,0,0
1995,08/01/95,Albacete,アルバセテ,Oviedo,オビエド,1,0,0
1995,08/01/95,Ath Bilbao,ビルバオ,Sociedad,ソシエダ,0,0,1
1995,08/01/95,Betis,ベティス,La Coruna,デポルティーボ,0,0,1
1995,08/01/95,Celta,セルタ,Sevilla,セビージャ,0,0,1
1995,08/01/95,Compostela,コンポステラ,Zaragoza,サラゴサ,3,2,0
1995,08/01/95,Espanol,エスパニョール,Ath Madrid,Aマドリード,2,0,0
1995,08/01/95,Logrones,ログローニョ,Valladolid,バジャドリード,0,0,1
1995,08/01/95,Santander,サンタンデール,Valencia,バレンシア,3,2,0
1995,08/01/95,Sp Gijon,スポルティング,Tenerife,テネリフェ,1,1,1
1995,14/01/95,La Coruna,デポルティーボ,Real Madrid,Rマドリード,0,0,1
1995,15/01/95,Ath Madrid,Aマドリード,Compostela,コンポステラ,1,1,1
1995,15/01/95,Barcelona,バルセロナ,Logrones,ログローニョ,3,0,0
1995,15/01/95,Celta,セルタ,Betis,ベティス,0,2,2
1995,15/01/95,Oviedo,オビエド,Ath Bilbao,ビルバオ,1,1,1
1995,15/01/95,Sevilla,セビージャ,Zaragoza,サラゴサ,2,1,0
1995,15/01/95,Sociedad,ソシエダ,Sp Gijon,スポルティング,2,2,1
1995,15/01/95,Tenerife,テネリフェ,Santander,サンタンデール,3,0,0
1995,15/01/95,Valencia,バレンシア,Espanol,エスパニョール,0,0,1
1995,15/01/95,Valladolid,バジャドリード,Albacete,アルバセテ,1,1,1
1995,21/01/95,Logrones,ログローニョ,La Coruna,デポルティーボ,0,1,2
1995,22/01/95,Albacete,アルバセテ,Barcelona,バルセロナ,2,2,1
1995,22/01/95,Ath Bilbao,ビルバオ,Valladolid,バジャドリード,1,1,1
1995,22/01/95,Compostela,コンポステラ,Valencia,バレンシア,1,1,1
1995,22/01/95,Espanol,エスパニョール,Tenerife,テネリフェ,0,0,1
1995,22/01/95,Real Madrid,Rマドリード,Celta,セルタ,4,0,0
1995,22/01/95,Santander,サンタンデール,Sociedad,ソシエダ,0,0,1
1995,22/01/95,Sevilla,セビージャ,Betis,ベティス,0,1,2
1995,22/01/95,Sp Gijon,スポルティング,Oviedo,オビエド,1,1,1
1995,22/01/95,Zaragoza,サラゴサ,Ath Madrid,Aマドリード,3,1,0
1995,28/01/95,Barcelona,バルセロナ,Ath Bilbao,ビルバオ,1,0,0
1995,29/01/95,Ath Madrid,Aマドリード,Sevilla,セビージャ,2,2,1
1995,29/01/95,Betis,ベティス,Real Madrid,Rマドリード,0,0,1
1995,29/01/95,Celta,セルタ,Logrones,ログローニョ,0,1,2
1995,29/01/95,La Coruna,デポルティーボ,Albacete,アルバセテ,2,1,0
1995,29/01/95,Oviedo,オビエド,Santander,サンタンデール,3,1,0
1995,29/01/95,Sociedad,ソシエダ,Espanol,エスパニョール,2,0,0
1995,29/01/95,Tenerife,テネリフェ,Compostela,コンポステラ,2,0,0
1995,29/01/95,Valencia,バレンシア,Zaragoza,サラゴサ,3,0,0
1995,29/01/95,Valladolid,バジャドリード,Sp Gijon,スポルティング,2,0,0
1995,04/02/95,La Coruna,デポルティーボ,Ath Bilbao,ビルバオ,0,0,1
1995,05/02/95,Barcelona,バルセロナ,Sp Gijon,スポルティング,3,1,0
1995,05/02/95,Betis,ベティス,Logrones,ログローニョ,1,0,0
1995,05/02/95,Celta,セルタ,Albacete,アルバセテ,0,0,1
1995,05/02/95,Oviedo,オビエド,Espanol,エスパニョール,3,0,0
1995,05/02/95,Real Madrid,Rマドリード,Sevilla,セビージャ,2,0,0
1995,05/02/95,Sociedad,ソシエダ,Compostela,コンポステラ,1,1,1
1995,05/02/95,Tenerife,テネリフェ,Zaragoza,サラゴサ,2,0,0
1995,05/02/95,Valencia,バレンシア,Ath Madrid,Aマドリード,0,0,1
1995,05/02/95,Valladolid,バジャドリード,Santander,サンタンデール,1,1,1
1995,11/02/95,Ath Madrid,Aマドリード,Tenerife,テネリフェ,3,1,0
1995,11/02/95,Santander,サンタンデール,Barcelona,バルセロナ,5,0,0
1995,12/02/95,Albacete,アルバセテ,Betis,ベティス,3,1,0
1995,12/02/95,Ath Bilbao,ビルバオ,Celta,セルタ,1,1,1
1995,12/02/95,Compostela,コンポステラ,Oviedo,オビエド,1,1,1
1995,12/02/95,Espanol,エスパニョール,Valladolid,バジャドリード,3,0,0
1995,12/02/95,Logrones,ログローニョ,Real Madrid,Rマドリード,1,4,2
1995,12/02/95,Sevilla,セビージャ,Valencia,バレンシア,1,1,1
1995,12/02/95,Sp Gijon,スポルティング,La Coruna,デポルティーボ,3,1,0
1995,12/02/95,Zaragoza,サラゴサ,Sociedad,ソシエダ,1,1,1
1995,18/02/95,Barcelona,バルセロナ,Espanol,エスパニョール,3,0,0
1995,19/02/95,Betis,ベティス,Ath Bilbao,ビルバオ,0,0,1
1995,19/02/95,Celta,セルタ,Sp Gijon,スポルティング,2,0,0
1995,19/02/95,La Coruna,デポルティーボ,Santander,サンタンデール,3,0,0
1995,19/02/95,Logrones,ログローニョ,Sevilla,セビージャ,0,2,2
1995,19/02/95,Oviedo,オビエド,Zaragoza,サラゴサ,2,1,0
1995,19/02/95,Real Madrid,Rマドリード,Albacete,アルバセテ,0,0,1
1995,19/02/95,Sociedad,ソシエダ,Ath Madrid,Aマドリード,3,1,0
1995,19/02/95,Tenerife,テネリフェ,Valencia,バレンシア,1,2,2
1995,19/02/95,Valladolid,バジャドリード,Compostela,コンポステラ,2,0,0
1995,25/02/95,Compostela,コンポステラ,Barcelona,バルセロナ,1,2,2
1995,25/02/95,Sp Gijon,スポルティング,Betis,ベティス,1,1,1
1995,25/02/95,Zaragoza,サラゴサ,Valladolid,バジャドリード,1,0,0
1995,26/02/95,Albacete,アルバセテ,Logrones,ログローニョ,0,0,1
1995,26/02/95,Ath Bilbao,ビルバオ,Real Madrid,Rマドリード,1,1,1
1995,26/02/95,Ath Madrid,Aマドリード,Oviedo,オビエド,3,3,1
1995,26/02/95,Espanol,エスパニョール,La Coruna,デポルティーボ,1,0,0
1995,26/02/95,Santander,サンタンデール,Celta,セルタ,2,0,0
1995,26/02/95,Sevilla,セビージャ,Tenerife,テネリフェ,1,2,2
1995,26/02/95,Valencia,バレンシア,Sociedad,ソシエダ,4,2,0
1995,04/03/95,Oviedo,オビエド,Valencia,バレンシア,1,0,0
1995,05/03/95,Albacete,アルバセテ,Sevilla,セビージャ,1,1,1
1995,05/03/95,Barcelona,バルセロナ,Zaragoza,サラゴサ,3,0,0
1995,05/03/95,Betis,ベティス,Santander,サンタンデール,2,0,0
1995,05/03/95,Celta,セルタ,Espanol,エスパニョール,1,2,2
1995,05/03/95,La Coruna,デポルティーボ,Compostela,コンポステラ,1,0,0
1995,05/03/95,Logrones,ログローニョ,Ath Bilbao,ビルバオ,0,1,2
1995,05/03/95,Real Madrid,Rマドリード,Sp Gijon,スポルティング,4,0,0
1995,05/03/95,Sociedad,ソシエダ,Tenerife,テネリフェ,5,2,0
1995,05/03/95,Valladolid,バジャドリード,Ath Madrid,Aマドリード,0,1,2
1995,11/03/95,Ath Madrid,Aマドリード,Barcelona,バルセロナ,2,0,0
1995,12/03/95,Ath Bilbao,ビルバオ,Albacete,アルバセテ,1,2,2
1995,12/03/95,Compostela,コンポステラ,Celta,セルタ,2,0,0
